Time,Indicator,Amount
2019-03-01,Revenue,1157188.2
2019-04-01,Revenue,1333858.8
2019-05-01,Revenue,1493702.1
2019-06-01,Revenue,1644673.3
2019-07-01,Revenue,117134.5
2019-08-01,Revenue,237352.6
2019-09-01,Revenue,421158.9
2019-10-01,Revenue,559219.2
2019-11-01,Revenue,733214.2
2019-12-01,Revenue,930374.1
2020-01-01,Revenue,1061498.4
2020-02-01,Revenue,1175835.6
2020-03-01,Revenue,1332190.8
2020-04-01,Revenue,1468388.3
2020-05-01,Revenue,1583432.3
2020-06-01,Revenue,1733631.1
2020-07-01,Revenue,105254.4
2020-08-01,Revenue,211859.3
2020-09-01,Revenue,378677.6
2020-10-01,Revenue,505311.1
2020-11-01,Revenue,624183.5
2020-12-01,Revenue,810552.0
2021-01-01,Revenue,937044.0
2021-02-01,Revenue,1079562.0
2021-03-01,Revenue,1245286.5
2021-04-01,Revenue,1423819.1
2021-05-01,Revenue,1558188.0
2021-06-01,Revenue,1738384.6
2021-07-01,Revenue,135011.4
2021-08-01,Revenue,276913.5
2021-09-01,Revenue,506301.7
2021-10-01,Revenue,655656.5
2021-11-01,Revenue,808208.8
2021-12-01,Revenue,1032163.3
2022-01-01,Revenue,1193501.2
2022-02-01,Revenue,1321812.0
2022-03-01,Revenue,1520933.7
2022-04-01,Revenue,1718867.3
2022-05-01,Revenue,1915623.6
2022-06-01,Revenue,2199807.8
2022-07-01,Revenue,146264.1
2022-08-01,Revenue,312257.4
2022-09-01,Revenue,569600.4
2022-10-01,Revenue,731264.9
2022-11-01,Revenue,893792.0
2022-12-01,Revenue,1147033.9
2023-01-01,Revenue,1310802.1
2023-02-01,Revenue,1463276.3
2023-03-01,Revenue,1686043.2
2023-04-01,Revenue,1894603.4
2023-05-01,Revenue,2080266.1
2023-06-01,Revenue,2360509.7
2023-07-01,Revenue,169534.4
2023-08-01,Revenue,351303.8
2023-09-01,Revenue,586050.1
2023-10-01,Revenue,826666.2
2023-11-01,Revenue,1011525.0
2023-12-01,Revenue,1270187.2
2024-01-01,Revenue,1500906.6
2024-02-01,Revenue,1678092.7
2024-03-01,Revenue,1855652.3
2024-04-01,Revenue,2116998.4
2024-05-01,Revenue,2390541.2
2024-06-01,Revenue,2702661.7
2024-07-01,Revenue,192505.8
2024-08-01,Revenue,373459.4
2024-09-01,Revenue,656392.6
2024-10-01,Revenue,891785.7
2024-11-01,Revenue,1088336.7
2024-12-01,Revenue,1331774.5
2025-01-01,Revenue,1564875.4
2000-06-01,Tax Revenue,152444.0
2000-07-01,Tax Revenue,9998.0
2000-08-01,Tax Revenue,22346.0
2000-09-01,Tax Revenue,37475.0
2000-10-01,Tax Revenue,49681.0
2000-11-01,Tax Revenue,63682.0
2000-12-01,Tax Revenue,76969.0
2001-01-01,Tax Revenue,90241.0
2001-02-01,Tax Revenue,101786.0
2001-03-01,Tax Revenue,115517.0
2001-04-01,Tax Revenue,128085.0
2001-05-01,Tax Revenue,143685.0
2001-06-01,Tax Revenue,163171.0
2001-07-01,Tax Revenue,10026.0
2001-08-01,Tax Revenue,23660.0
2001-09-01,Tax Revenue,37230.0
2001-10-01,Tax Revenue,48761.0
2001-11-01,Tax Revenue,62550.0
2001-12-01,Tax Revenue,76215.0
2002-01-01,Tax Revenue,90212.0
2002-02-01,Tax Revenue,102231.0
2002-03-01,Tax Revenue,114716.0
2002-04-01,Tax Revenue,127584.0
2002-05-01,Tax Revenue,143466.0
2002-06-01,Tax Revenue,160394.0
2002-07-01,Tax Revenue,10807.0
2002-08-01,Tax Revenue,24206.0
2002-09-01,Tax Revenue,38981.0
2002-10-01,Tax Revenue,52478.0
2002-11-01,Tax Revenue,66299.0
2002-12-01,Tax Revenue,81948.0
2003-01-01,Tax Revenue,96782.0
2003-02-01,Tax Revenue,110021.0
2003-03-01,Tax Revenue,124775.0
2003-04-01,Tax Revenue,141737.0
2003-05-01,Tax Revenue,156917.0
2003-06-01,Tax Revenue,176999.0
2003-07-01,Tax Revenue,12716.0
2003-08-01,Tax Revenue,26151.0
2003-09-01,Tax Revenue,43578.0
2003-10-01,Tax Revenue,58616.0
2003-11-01,Tax Revenue,72868.0
2003-12-01,Tax Revenue,91661.0
2004-01-01,Tax Revenue,108080.0
2004-02-01,Tax Revenue,123372.0
2004-03-01,Tax Revenue,140719.0
2004-04-01,Tax Revenue,161746.0
2004-05-01,Tax Revenue,177828.0
2004-06-01,Tax Revenue,201544.0
2004-07-01,Tax Revenue,14865.0
2004-08-01,Tax Revenue,32475.0
2004-09-01,Tax Revenue,53463.0
2004-10-01,Tax Revenue,72842.0
2004-11-01,Tax Revenue,91464.0
2004-12-01,Tax Revenue,116617.0
2005-01-01,Tax Revenue,138298.0
2005-02-01,Tax Revenue,155059.0
2005-03-01,Tax Revenue,174862.0
2005-04-01,Tax Revenue,196846.0
2005-05-01,Tax Revenue,216775.0
2005-06-01,Tax Revenue,242927.0
2005-07-01,Tax Revenue,14154.0
2005-08-01,Tax Revenue,33861.0
2005-09-01,Tax Revenue,58129.0
2005-10-01,Tax Revenue,78428.0
2005-11-01,Tax Revenue,97976.0
2005-12-01,Tax Revenue,123436.0
2006-01-01,Tax Revenue,145000.0
2006-02-01,Tax Revenue,163386.0
2006-03-01,Tax Revenue,186205.0
2006-04-01,Tax Revenue,206676.0
2006-05-01,Tax Revenue,231776.0
2006-06-01,Tax Revenue,255980.0
2006-07-01,Tax Revenue,20787.8
2006-08-01,Tax Revenue,42231.0
2006-09-01,Tax Revenue,67924.0
2006-10-01,Tax Revenue,90428.0
2006-11-01,Tax Revenue,112970.0
2006-12-01,Tax Revenue,140220.6
2007-01-01,Tax Revenue,165473.0
2007-02-01,Tax Revenue,185723.0
2007-03-01,Tax Revenue,211973.0
2007-04-01,Tax Revenue,243952.0
2007-05-01,Tax Revenue,271767.0
2007-06-01,Tax Revenue,305040.0
2007-07-01,Tax Revenue,29179.0
2007-08-01,Tax Revenue,55911.0
2007-09-01,Tax Revenue,87194.0
2007-10-01,Tax Revenue,116814.0
2007-11-01,Tax Revenue,146096.0
2007-12-01,Tax Revenue,174197.0
2008-01-01,Tax Revenue,207445.0
2008-02-01,Tax Revenue,232305.0
2008-03-01,Tax Revenue,260903.0
2008-04-01,Tax Revenue,295750.0
2008-05-01,Tax Revenue,328450.0
2008-06-01,Tax Revenue,363621.0
2008-07-01,Tax Revenue,29452.0
2008-08-01,Tax Revenue,57410.0
2008-09-01,Tax Revenue,94667.0
2008-10-01,Tax Revenue,126818.0
2008-11-01,Tax Revenue,156692.0
2008-12-01,Tax Revenue,199197.0
2009-01-01,Tax Revenue,233418.0
2009-02-01,Tax Revenue,271011.0
2009-03-01,Tax Revenue,305986.0
2009-04-01,Tax Revenue,350074.0
2009-05-01,Tax Revenue,390213.0
2009-06-01,Tax Revenue,417354.0
2009-07-01,Tax Revenue,33410.0
2009-08-01,Tax Revenue,63724.0
2009-09-01,Tax Revenue,106704.0
2009-10-01,Tax Revenue,141955.0
2009-11-01,Tax Revenue,176478.0
2009-12-01,Tax Revenue,224451.0
2010-01-01,Tax Revenue,259767.0
2010-02-01,Tax Revenue,290690.0
2010-03-01,Tax Revenue,329879.0
2010-04-01,Tax Revenue,376403.0
2010-05-01,Tax Revenue,415380.0
2010-06-01,Tax Revenue,479568.0
2010-07-01,Tax Revenue,33845.0
2010-08-01,Tax Revenue,70044.0
2010-09-01,Tax Revenue,119470.0
2010-10-01,Tax Revenue,162648.0
2010-11-01,Tax Revenue,203025.0
2010-12-01,Tax Revenue,257979.0
2011-01-01,Tax Revenue,302869.0
2011-02-01,Tax Revenue,339789.0
2011-03-01,Tax Revenue,385369.0
2011-04-01,Tax Revenue,438905.0
2011-05-01,Tax Revenue,489735.0
2011-06-01,Tax Revenue,557171.0
2011-07-01,Tax Revenue,36753.0
2011-08-01,Tax Revenue,78451.0
2011-09-01,Tax Revenue,135905.0
2011-10-01,Tax Revenue,179392.0
2011-11-01,Tax Revenue,225147.0
2011-12-01,Tax Revenue,289674.7
2012-01-01,Tax Revenue,332835.3
2012-02-01,Tax Revenue,375669.0
2012-03-01,Tax Revenue,426272.0
2012-04-01,Tax Revenue,488853.0
2012-05-01,Tax Revenue,544007.0
2012-06-01,Tax Revenue,626445.0
2012-07-01,Tax Revenue,40394.8
2012-08-01,Tax Revenue,89569.0
2012-09-01,Tax Revenue,151061.5
2012-10-01,Tax Revenue,200992.5
2012-11-01,Tax Revenue,255823.2
2012-12-01,Tax Revenue,324708.7
2013-01-01,Tax Revenue,380793.3
2013-02-01,Tax Revenue,428829.8
2013-03-01,Tax Revenue,483594.1
2013-04-01,Tax Revenue,596623.0
2013-05-01,Tax Revenue,625523.6
2013-06-01,Tax Revenue,739894.3
2013-07-01,Tax Revenue,55113.4
2013-08-01,Tax Revenue,121100.0
2013-09-01,Tax Revenue,202790.5
2013-10-01,Tax Revenue,267075.7
2013-11-01,Tax Revenue,330929.9
2013-12-01,Tax Revenue,416965.8
2014-01-01,Tax Revenue,484350.3
2014-02-01,Tax Revenue,540829.6
2014-03-01,Tax Revenue,608312.3
2014-04-01,Tax Revenue,697685.8
2014-05-01,Tax Revenue,774383.0
2014-06-01,Tax Revenue,851804.1
2014-07-01,Tax Revenue,61395.1
2014-08-01,Tax Revenue,124714.0
2014-09-01,Tax Revenue,216264.2
2014-10-01,Tax Revenue,290720.2
2014-11-01,Tax Revenue,357398.4
2014-12-01,Tax Revenue,453687.3
2015-01-01,Tax Revenue,558210.8
2015-02-01,Tax Revenue,627688.9
2015-03-01,Tax Revenue,699070.4
2015-04-01,Tax Revenue,802134.6
2015-05-01,Tax Revenue,881031.8
2015-06-01,Tax Revenue,997225.4
2015-07-01,Tax Revenue,77120.4
2015-08-01,Tax Revenue,153420.6
2015-09-01,Tax Revenue,256624.3
2015-10-01,Tax Revenue,336953.1
2015-11-01,Tax Revenue,416095.6
2015-12-01,Tax Revenue,526040.0
2016-01-01,Tax Revenue,609240.3
2016-02-01,Tax Revenue,614525.0
2016-03-01,Tax Revenue,775876.1
2016-04-01,Tax Revenue,888116.4
2016-05-01,Tax Revenue,991520.0
2016-06-01,Tax Revenue,1111984.6
2016-07-01,Tax Revenue,81052.7
2016-08-01,Tax Revenue,178199.9
2016-09-01,Tax Revenue,289029.2
2016-10-01,Tax Revenue,367411.1
2016-11-01,Tax Revenue,454598.4
2016-12-01,Tax Revenue,591170.6
2017-01-01,Tax Revenue,686239.7
2017-02-01,Tax Revenue,773149.3
2017-03-01,Tax Revenue,870608.9
2017-04-01,Tax Revenue,991996.2
2017-05-01,Tax Revenue,1114477.1
2017-06-01,Tax Revenue,1253462.7
2017-07-01,Tax Revenue,87783.3
2017-08-01,Tax Revenue,187765.7
2017-09-01,Tax Revenue,317416.3
2017-10-01,Tax Revenue,405211.0
2017-11-01,Tax Revenue,508700.4
2017-12-01,Tax Revenue,630367.8
2018-01-01,Tax Revenue,755215.4
2018-02-01,Tax Revenue,836019.4
2018-03-01,Tax Revenue,939349.0
2018-04-01,Tax Revenue,1056799.1
2018-05-01,Tax Revenue,1170271.0
2018-06-01,Tax Revenue,1311692.3
2018-07-01,Tax Revenue,98782.9
2018-08-01,Tax Revenue,205134.7
2018-09-01,Tax Revenue,329337.4
2018-10-01,Tax Revenue,439936.2
2018-11-01,Tax Revenue,555765.7
2018-12-01,Tax Revenue,680755.8
2019-01-01,Tax Revenue,805372.4
2019-02-01,Tax Revenue,899899.3
2019-03-01,Tax Revenue,1018512.8
2019-04-01,Tax Revenue,1155316.0
2019-05-01,Tax Revenue,1289255.4
2019-06-01,Tax Revenue,1440212.7
2019-07-01,Tax Revenue,107104.7
2019-08-01,Tax Revenue,218898.0
2019-09-01,Tax Revenue,371451.8
2019-10-01,Tax Revenue,497243.3
2019-11-01,Tax Revenue,610555.1
2019-12-01,Tax Revenue,756648.8
2020-01-01,Tax Revenue,874538.9
2020-02-01,Tax Revenue,972065.9
2020-03-01,Tax Revenue,1096245.3
2020-04-01,Tax Revenue,1214556.1
2020-05-01,Tax Revenue,1304259.5
2020-06-01,Tax Revenue,1427507.6
2020-07-01,Tax Revenue,94426.3
2020-08-01,Tax Revenue,187246.3
2020-09-01,Tax Revenue,316774.2
2020-10-01,Tax Revenue,425291.9
2020-11-01,Tax Revenue,523515.2
2020-12-01,Tax Revenue,668693.0
2021-01-01,Tax Revenue,779269.8
2021-02-01,Tax Revenue,900348.4
2021-03-01,Tax Revenue,1030486.7
2021-04-01,Tax Revenue,1188173.2
2021-05-01,Tax Revenue,1310477.0
2021-06-01,Tax Revenue,1484759.7
2021-07-01,Tax Revenue,121687.8
2021-08-01,Tax Revenue,246875.1
2021-09-01,Tax Revenue,416365.7
2021-10-01,Tax Revenue,547756.6
2021-11-01,Tax Revenue,687281.7
2021-12-01,Tax Revenue,867872.2
2022-01-01,Tax Revenue,1010496.3
2022-02-01,Tax Revenue,1125094.7
2022-03-01,Tax Revenue,1281623.1
2022-04-01,Tax Revenue,1454363.2
2022-05-01,Tax Revenue,1635895.0
2022-06-01,Tax Revenue,1837221.2
2022-07-01,Tax Revenue,130475.0
2022-08-01,Tax Revenue,279953.0
2022-09-01,Tax Revenue,464724.6
2022-10-01,Tax Revenue,607319.4
2022-11-01,Tax Revenue,757837.4
2022-12-01,Tax Revenue,951777.6
2023-01-01,Tax Revenue,1103875.9
2023-02-01,Tax Revenue,1235131.1
2023-03-01,Tax Revenue,1392170.4
2023-04-01,Tax Revenue,1571891.5
2023-05-01,Tax Revenue,1738947.9
2023-06-01,Tax Revenue,1960429.2
2023-07-01,Tax Revenue,154995.4
2023-08-01,Tax Revenue,317470.0
2023-09-01,Tax Revenue,514086.7
2023-10-01,Tax Revenue,684404.4
2023-11-01,Tax Revenue,846917.1
2023-12-01,Tax Revenue,1050358.8
2024-01-01,Tax Revenue,1215865.8
2024-02-01,Tax Revenue,1373431.2
2024-03-01,Tax Revenue,1534371.9
2024-04-01,Tax Revenue,1745010.6
2024-05-01,Tax Revenue,1928033.9
2024-06-01,Tax Revenue,2160284.9
2024-07-01,Tax Revenue,159458.4
2024-08-01,Tax Revenue,312644.4
2024-09-01,Tax Revenue,525332.9
2024-10-01,Tax Revenue,696425.0
2024-11-01,Tax Revenue,856631.1
2024-12-01,Tax Revenue,1073642.9
2025-01-01,Tax Revenue,1251417.7
2019-01-01,Unemployment Rate,6.2
2019-04-01,Unemployment Rate,4.7
2019-07-01,Unemployment Rate,5.3
2019-10-01,Unemployment Rate,4.9
2020-01-01,Unemployment Rate,5.2
2020-04-01,Unemployment Rate,10.4
2020-07-01,Unemployment Rate,7.2
2020-10-01,Unemployment Rate,5.4
2021-01-01,Unemployment Rate,6.6
2021-04-01,Unemployment Rate,6.1
2021-07-01,Unemployment Rate,5.6
2021-10-01,Unemployment Rate,5.6
2022-01-01,Unemployment Rate,5.5
2022-04-01,Unemployment Rate,5.8
2022-07-01,Unemployment Rate,5.3
2022-10-01,Unemployment Rate,4.9
2000-06-01,Value Added Tax (VAT),40944.0
2000-07-01,Value Added Tax (VAT),2708.0
2000-08-01,Value Added Tax (VAT),7392.0
2000-09-01,Value Added Tax (VAT),11424.0
2000-10-01,Value Added Tax (VAT),15386.0
2000-11-01,Value Added Tax (VAT),19824.0
2000-12-01,Value Added Tax (VAT),23516.0
2001-01-01,Value Added Tax (VAT),27924.0
2001-02-01,Value Added Tax (VAT),31742.0
2001-03-01,Value Added Tax (VAT),36730.0
2001-04-01,Value Added Tax (VAT),41195.0
2001-05-01,Value Added Tax (VAT),45722.0
2001-06-01,Value Added Tax (VAT),50298.0
2001-07-01,Value Added Tax (VAT),3337.0
2001-08-01,Value Added Tax (VAT),8166.0
2001-09-01,Value Added Tax (VAT),12277.0
2001-10-01,Value Added Tax (VAT),16438.0
2001-11-01,Value Added Tax (VAT),21232.0
2001-12-01,Value Added Tax (VAT),24826.0
2002-01-01,Value Added Tax (VAT),29723.0
2002-02-01,Value Added Tax (VAT),33541.0
2002-03-01,Value Added Tax (VAT),37506.0
2002-04-01,Value Added Tax (VAT),41896.0
2002-05-01,Value Added Tax (VAT),46389.0
2002-06-01,Value Added Tax (VAT),50871.0
2002-07-01,Value Added Tax (VAT),3892.0
2002-08-01,Value Added Tax (VAT),8009.0
2002-09-01,Value Added Tax (VAT),12468.0
2002-10-01,Value Added Tax (VAT),18598.0
2002-11-01,Value Added Tax (VAT),23163.0
2002-12-01,Value Added Tax (VAT),27566.0
2003-01-01,Value Added Tax (VAT),32540.0
2003-02-01,Value Added Tax (VAT),37369.0
2003-03-01,Value Added Tax (VAT),42047.0
2003-04-01,Value Added Tax (VAT),46983.0
2003-05-01,Value Added Tax (VAT),51502.0
2003-06-01,Value Added Tax (VAT),56135.0
2003-07-01,Value Added Tax (VAT),3622.0
2003-08-01,Value Added Tax (VAT),7703.0
2003-09-01,Value Added Tax (VAT),12713.0
2003-10-01,Value Added Tax (VAT),18085.0
2003-11-01,Value Added Tax (VAT),22932.0
2003-12-01,Value Added Tax (VAT),28051.0
2004-01-01,Value Added Tax (VAT),33458.0
2004-02-01,Value Added Tax (VAT),38472.0
2004-03-01,Value Added Tax (VAT),44115.0
2004-04-01,Value Added Tax (VAT),49959.0
2004-05-01,Value Added Tax (VAT),55199.0
2004-06-01,Value Added Tax (VAT),61725.0
2004-07-01,Value Added Tax (VAT),5027.0
2004-08-01,Value Added Tax (VAT),11391.0
2004-09-01,Value Added Tax (VAT),17664.0
2004-10-01,Value Added Tax (VAT),22967.0
2004-11-01,Value Added Tax (VAT),29323.0
2004-12-01,Value Added Tax (VAT),36003.0
2005-01-01,Value Added Tax (VAT),43434.0
2005-02-01,Value Added Tax (VAT),48930.0
2005-03-01,Value Added Tax (VAT),55620.0
2005-04-01,Value Added Tax (VAT),62565.0
2005-05-01,Value Added Tax (VAT),68247.0
2005-06-01,Value Added Tax (VAT),75989.0
2005-07-01,Value Added Tax (VAT),3826.0
2005-08-01,Value Added Tax (VAT),9577.0
2005-09-01,Value Added Tax (VAT),14771.0
2005-10-01,Value Added Tax (VAT),21362.0
2005-11-01,Value Added Tax (VAT),26950.0
2005-12-01,Value Added Tax (VAT),33753.0
2006-01-01,Value Added Tax (VAT),41172.0
2006-02-01,Value Added Tax (VAT),47161.0
2006-03-01,Value Added Tax (VAT),54261.0
2006-04-01,Value Added Tax (VAT),60194.0
2006-05-01,Value Added Tax (VAT),67931.0
2006-06-01,Value Added Tax (VAT),76263.0
2006-07-01,Value Added Tax (VAT),7589.0
2006-08-01,Value Added Tax (VAT),14016.0
2006-09-01,Value Added Tax (VAT),19560.0
2006-10-01,Value Added Tax (VAT),29267.0
2006-11-01,Value Added Tax (VAT),37417.0
2006-12-01,Value Added Tax (VAT),44617.0
2007-01-01,Value Added Tax (VAT),53015.0
2007-02-01,Value Added Tax (VAT),59867.0
2007-03-01,Value Added Tax (VAT),68899.0
2007-04-01,Value Added Tax (VAT),78522.0
2007-05-01,Value Added Tax (VAT),87395.0
2007-06-01,Value Added Tax (VAT),96269.0
2007-07-01,Value Added Tax (VAT),10742.0
2007-08-01,Value Added Tax (VAT),19580.0
2007-09-01,Value Added Tax (VAT),28835.0
2007-10-01,Value Added Tax (VAT),38500.0
2007-11-01,Value Added Tax (VAT),48176.0
2007-12-01,Value Added Tax (VAT),54489.0
2008-01-01,Value Added Tax (VAT),66249.0
2008-02-01,Value Added Tax (VAT),75003.0
2008-03-01,Value Added Tax (VAT),82964.0
2008-04-01,Value Added Tax (VAT),92085.0
2008-05-01,Value Added Tax (VAT),102154.0
2008-06-01,Value Added Tax (VAT),111939.0
2008-07-01,Value Added Tax (VAT),10354.0
2008-08-01,Value Added Tax (VAT),20201.0
2008-09-01,Value Added Tax (VAT),31243.0
2008-10-01,Value Added Tax (VAT),41993.0
2008-11-01,Value Added Tax (VAT),53117.0
2008-12-01,Value Added Tax (VAT),63846.0
2009-01-01,Value Added Tax (VAT),74678.0
2009-02-01,Value Added Tax (VAT),84620.0
2009-03-01,Value Added Tax (VAT),94818.0
2009-04-01,Value Added Tax (VAT),105056.0
2009-05-01,Value Added Tax (VAT),115032.0
2009-06-01,Value Added Tax (VAT),126854.0
2009-07-01,Value Added Tax (VAT),12398.0
2009-08-01,Value Added Tax (VAT),23044.0
2009-09-01,Value Added Tax (VAT),34547.0
2009-10-01,Value Added Tax (VAT),44887.0
2009-11-01,Value Added Tax (VAT),57082.0
2009-12-01,Value Added Tax (VAT),69454.0
2010-01-01,Value Added Tax (VAT),81309.0
2010-02-01,Value Added Tax (VAT),91879.0
2010-03-01,Value Added Tax (VAT),104723.0
2010-04-01,Value Added Tax (VAT),116820.0
2010-05-01,Value Added Tax (VAT),128187.0
2010-06-01,Value Added Tax (VAT),146792.0
2010-07-01,Value Added Tax (VAT),11916.0
2010-08-01,Value Added Tax (VAT),24513.0
2010-09-01,Value Added Tax (VAT),38207.0
2010-10-01,Value Added Tax (VAT),53228.0
2010-11-01,Value Added Tax (VAT),67487.0
2010-12-01,Value Added Tax (VAT),81576.0
2011-01-01,Value Added Tax (VAT),98612.0
2011-02-01,Value Added Tax (VAT),111427.0
2011-03-01,Value Added Tax (VAT),125497.0
2011-04-01,Value Added Tax (VAT),139887.0
2011-05-01,Value Added Tax (VAT),154226.0
2011-06-01,Value Added Tax (VAT),171881.0
2011-07-01,Value Added Tax (VAT),13748.0
2011-08-01,Value Added Tax (VAT),27934.0
2011-09-01,Value Added Tax (VAT),42711.0
2011-10-01,Value Added Tax (VAT),55660.0
2011-11-01,Value Added Tax (VAT),70910.0
2011-12-01,Value Added Tax (VAT),86160.6
2012-01-01,Value Added Tax (VAT),100781.7
2012-02-01,Value Added Tax (VAT),114489.0
2012-03-01,Value Added Tax (VAT),128633.0
2012-04-01,Value Added Tax (VAT),142939.0
2012-05-01,Value Added Tax (VAT),157690.0
2012-06-01,Value Added Tax (VAT),183386.0
2012-07-01,Value Added Tax (VAT),12822.1
2012-08-01,Value Added Tax (VAT),27186.4
2012-09-01,Value Added Tax (VAT),41515.8
2012-10-01,Value Added Tax (VAT),53056.3
2012-11-01,Value Added Tax (VAT),72556.0
2012-12-01,Value Added Tax (VAT),87565.6
2013-01-01,Value Added Tax (VAT),105042.1
2013-02-01,Value Added Tax (VAT),119699.6
2013-03-01,Value Added Tax (VAT),134455.5
2013-04-01,Value Added Tax (VAT),189157.6
2013-05-01,Value Added Tax (VAT),168795.3
2013-06-01,Value Added Tax (VAT),216000.0
2013-07-01,Value Added Tax (VAT),15256.7
2013-08-01,Value Added Tax (VAT),34215.1
2013-09-01,Value Added Tax (VAT),51548.7
2013-10-01,Value Added Tax (VAT),71973.5
2013-11-01,Value Added Tax (VAT),91186.9
2013-12-01,Value Added Tax (VAT),110723.2
2014-01-01,Value Added Tax (VAT),132020.4
2014-02-01,Value Added Tax (VAT),149385.3
2014-03-01,Value Added Tax (VAT),168100.5
2014-04-01,Value Added Tax (VAT),188091.8
2014-05-01,Value Added Tax (VAT),210202.4
2014-06-01,Value Added Tax (VAT),232630.3
2014-07-01,Value Added Tax (VAT),17885.3
2014-08-01,Value Added Tax (VAT),37505.2
2014-09-01,Value Added Tax (VAT),58708.2
2014-10-01,Value Added Tax (VAT),80398.2
2014-11-01,Value Added Tax (VAT),101526.8
2014-12-01,Value Added Tax (VAT),122887.7
2015-01-01,Value Added Tax (VAT),147620.0
2015-02-01,Value Added Tax (VAT),166771.3
2015-03-01,Value Added Tax (VAT),187640.1
2015-04-01,Value Added Tax (VAT),210855.4
2015-05-01,Value Added Tax (VAT),233155.0
2015-06-01,Value Added Tax (VAT),259685.2
2015-07-01,Value Added Tax (VAT),21897.6
2015-08-01,Value Added Tax (VAT),44333.8
2015-09-01,Value Added Tax (VAT),69409.0
2015-10-01,Value Added Tax (VAT),91824.9
2015-11-01,Value Added Tax (VAT),115132.8
2015-12-01,Value Added Tax (VAT),138036.0
2016-01-01,Value Added Tax (VAT),163068.7
2016-02-01,Value Added Tax (VAT),164755.3
2016-03-01,Value Added Tax (VAT),209242.7
2016-04-01,Value Added Tax (VAT),234226.4
2016-05-01,Value Added Tax (VAT),260671.9
2016-06-01,Value Added Tax (VAT),289213.5
2016-07-01,Value Added Tax (VAT),23775.8
2016-08-01,Value Added Tax (VAT),52696.6
2016-09-01,Value Added Tax (VAT),79648.1
2016-10-01,Value Added Tax (VAT),100833.2
2016-11-01,Value Added Tax (VAT),126909.8
2016-12-01,Value Added Tax (VAT),160535.8
2017-01-01,Value Added Tax (VAT),190043.7
2017-02-01,Value Added Tax (VAT),217776.7
2017-03-01,Value Added Tax (VAT),246084.0
2017-04-01,Value Added Tax (VAT),274169.0
2017-05-01,Value Added Tax (VAT),305994.0
2017-06-01,Value Added Tax (VAT),339034.0
2017-07-01,Value Added Tax (VAT),27199.0
2017-08-01,Value Added Tax (VAT),58888.0
2017-09-01,Value Added Tax (VAT),86381.6
2017-10-01,Value Added Tax (VAT),111987.9
2017-11-01,Value Added Tax (VAT),141632.5
2017-12-01,Value Added Tax (VAT),167298.7
2018-01-01,Value Added Tax (VAT),203206.6
2018-02-01,Value Added Tax (VAT),230545.4
2018-03-01,Value Added Tax (VAT),258548.0
2018-04-01,Value Added Tax (VAT),289816.5
2018-05-01,Value Added Tax (VAT),322619.0
2018-06-01,Value Added Tax (VAT),356855.9
2018-07-01,Value Added Tax (VAT),29938.1
2018-08-01,Value Added Tax (VAT),61801.5
2018-09-01,Value Added Tax (VAT),92640.2
2018-10-01,Value Added Tax (VAT),126601.0
2018-11-01,Value Added Tax (VAT),165202.7
2018-12-01,Value Added Tax (VAT),193850.9
2019-01-01,Value Added Tax (VAT),232443.6
2019-02-01,Value Added Tax (VAT),266930.2
2019-03-01,Value Added Tax (VAT),300146.3
2019-04-01,Value Added Tax (VAT),334976.2
2019-05-01,Value Added Tax (VAT),374348.2
2019-06-01,Value Added Tax (VAT),413186.1
2019-07-01,Value Added Tax (VAT),34260.9
2019-08-01,Value Added Tax (VAT),68882.3
2019-09-01,Value Added Tax (VAT),105779.3
2019-10-01,Value Added Tax (VAT),140451.3
2019-11-01,Value Added Tax (VAT),178096.9
2019-12-01,Value Added Tax (VAT),211544.0
2020-01-01,Value Added Tax (VAT),245673.5
2020-02-01,Value Added Tax (VAT),275438.7
2020-03-01,Value Added Tax (VAT),305657.4
2020-04-01,Value Added Tax (VAT),332238.9
2020-05-01,Value Added Tax (VAT),354433.2
2020-06-01,Value Added Tax (VAT),383713.2
2020-07-01,Value Added Tax (VAT),26185.5
2020-08-01,Value Added Tax (VAT),53574.9
2020-09-01,Value Added Tax (VAT),83062.4
2020-10-01,Value Added Tax (VAT),114144.8
2020-11-01,Value Added Tax (VAT),144756.8
2020-12-01,Value Added Tax (VAT),179072.5
2021-01-01,Value Added Tax (VAT),215787.1
2021-02-01,Value Added Tax (VAT),253257.2
2021-03-01,Value Added Tax (VAT),292229.1
2021-04-01,Value Added Tax (VAT),330642.8
2021-05-01,Value Added Tax (VAT),368274.0
2021-06-01,Value Added Tax (VAT),410758.4
